,FILE NAME,FORMAT,SIZE,URL
0,Lung_Opacity-1,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
1,Lung_Opacity-2,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
2,Lung_Opacity-3,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
3,Lung_Opacity-4,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
4,Lung_Opacity-5,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
5,Lung_Opacity-6,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
6,Lung_Opacity-7,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
7,Lung_Opacity-8,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
8,Lung_Opacity-9,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
9,Lung_Opacity-10,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
10,Lung_Opacity-11,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
11,Lung_Opacity-12,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
12,Lung_Opacity-13,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
13,Lung_Opacity-14,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
14,Lung_Opacity-15,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
15,Lung_Opacity-16,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
16,Lung_Opacity-17,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
17,Lung_Opacity-18,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
18,Lung_Opacity-19,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
19,Lung_Opacity-20,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
20,Lung_Opacity-21,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
21,Lung_Opacity-22,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
22,Lung_Opacity-23,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
23,Lung_Opacity-24,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
24,Lung_Opacity-25,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
25,Lung_Opacity-26,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
26,Lung_Opacity-27,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
27,Lung_Opacity-28,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
28,Lung_Opacity-29,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
29,Lung_Opacity-30,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
30,Lung_Opacity-31,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
31,Lung_Opacity-32,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
32,Lung_Opacity-33,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
33,Lung_Opacity-34,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
34,Lung_Opacity-35,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
35,Lung_Opacity-36,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
36,Lung_Opacity-37,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
37,Lung_Opacity-38,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
38,Lung_Opacity-39,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
39,Lung_Opacity-40,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
40,Lung_Opacity-41,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
41,Lung_Opacity-42,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
42,Lung_Opacity-43,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
43,Lung_Opacity-44,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
44,Lung_Opacity-45,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
45,Lung_Opacity-46,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
46,Lung_Opacity-47,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
47,Lung_Opacity-48,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
48,Lung_Opacity-49,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
49,Lung_Opacity-50,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
50,Lung_Opacity-51,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
51,Lung_Opacity-52,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
52,Lung_Opacity-53,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
53,Lung_Opacity-54,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
54,Lung_Opacity-55,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
55,Lung_Opacity-56,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
56,Lung_Opacity-57,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
57,Lung_Opacity-58,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
58,Lung_Opacity-59,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
59,Lung_Opacity-60,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
60,Lung_Opacity-61,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
61,Lung_Opacity-62,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
62,Lung_Opacity-63,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
63,Lung_Opacity-64,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
64,Lung_Opacity-65,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
65,Lung_Opacity-66,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
66,Lung_Opacity-67,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
67,Lung_Opacity-68,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
68,Lung_Opacity-69,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
69,Lung_Opacity-70,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
70,Lung_Opacity-71,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
71,Lung_Opacity-72,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
72,Lung_Opacity-73,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
73,Lung_Opacity-74,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
74,Lung_Opacity-75,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
75,Lung_Opacity-76,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
76,Lung_Opacity-77,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
77,Lung_Opacity-78,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
78,Lung_Opacity-79,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
79,Lung_Opacity-80,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
80,Lung_Opacity-81,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
81,Lung_Opacity-82,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
82,Lung_Opacity-83,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
83,Lung_Opacity-84,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
84,Lung_Opacity-85,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
85,Lung_Opacity-86,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
86,Lung_Opacity-87,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
87,Lung_Opacity-88,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
88,Lung_Opacity-89,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
89,Lung_Opacity-90,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
90,Lung_Opacity-91,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
91,Lung_Opacity-92,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
92,Lung_Opacity-93,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
93,Lung_Opacity-94,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
94,Lung_Opacity-95,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
95,Lung_Opacity-96,PNG,256*256,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
